Path,Status,GSC_URL,Clicks,Impressions,Redirect_Destination
"/jasa-instal-jual-windows-7-8-10-microsoft-office-2010-2013-2016-original-license-asli-microsoft-surabaya","Both","https://www.kotacom.id/jasa-instal-jual-windows-7-8-10-microsoft-office-2010-2013-2016-original-license-asli-microsoft-surabaya","8","756",""
"/jasa-install-software-macbook-surabaya-install-software-mac-surabaya","Both","https://www.kotacom.id/jasa-install-software-macbook-surabaya-install-software-mac-surabaya","8","463",""
"/jual-pc-rakitan-surabaya-sehari-jadi-murah-berkwalitas","Both","https://www.kotacom.id/jual-pc-rakitan-surabaya-sehari-jadi-murah-berkwalitas","8","252",""
"/jasa-install-ulang-windows-surabaya","GSC Only","https://www.kotacom.id/jasa-install-ulang-windows-surabaya","8","1233","/jasa-install-dan-update-windows-10-surabaya-murah"
"/jasa-isi-film-surabaya","GSC Only","https://www.kotacom.id/jasa-isi-film-surabaya","8","60","/jual-dvd-game-surabaya-jasa-install-game-pc-surabaya-terbaru"
"/jasa-cetak-buku-banjarmasin","Both","https://www.kotacom.id/jasa-cetak-buku-banjarmasin","7","558","/"
"/jasa-cetak-buku-kendari","Both","https://www.kotacom.id/jasa-cetak-buku-kendari","7","329","/"
"/jasa-cetak-buku-mataram","Both","https://www.kotacom.id/jasa-cetak-buku-mataram","7","561","/"
"/jasa-cetak-buku-polewali-mandar","Both","https://www.kotacom.id/jasa-cetak-buku-polewali-mandar","7","451","/"
"/jasa-install-adobe-premiere-pro-online-edit-video-profesional-tanpa-ribet","Both","https://www.kotacom.id/jasa-install-adobe-premiere-pro-online-edit-video-profesional-tanpa-ribet","7","434",""
"/jasa-install-warnet-install-game-warnet","Both","https://www.kotacom.id/jasa-install-warnet-install-game-warnet","7","1928",""
