page,oldPath,clicks,impressions,priorityScore,seoPriorityAction,migrationAction,suggestedTargetPath,legacyType,mappingConfidence,verdict,indexingState,coverageState,inspectionError,statusCode,title,metaDescription,canonical,robots,metadataIssues,fetchError,readiness
https://www.kotacom.id/about,/about,0,135,20.01,migrate_now,redirect_auto,/blog/about,root_post_legacy,medium,PASS,INDEXING_ALLOWED,Dikirim dan diindeks,,200,About kotacom.id,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://kotacom.id/about/,"index, follow",title_too_short,,ready_to_redirect
https://www.kotacom.id/,/,226,9989,46.36,migrate_now,keep_path,/,home,high,PASS,INDEXING_ALLOWED,Dikirim dan diindeks,,200,kotacom.id - IT Service & Publications Terpercaya,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://kotacom.id/,"index, follow",,,keep_verify
https://www.kotacom.id/products/simulasi-rakit-pc-surabaya-jasa-rakit-pc-surabaya,/products/simulasi-rakit-pc-surabaya-jasa-rakit-pc-surabaya,5,173,24.17,migrate_now,keep_path,/products/simulasi-rakit-pc-surabaya-jasa-rakit-pc-surabaya,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Simulasi Rakit PC Surabaya - Jasa Rakit pc Surabaya - Products - kotacom.id,Simulasi Rakit PC Surabaya - Jasa Rakit pc Surabaya,,,,,keep_verify
https://www.kotacom.id/products/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,/products/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,3,202,25.78,migrate_now,keep_path,/products/hardisk-eksternal-1tb-full-isi-film-hd-game-pc-dan-lainnya-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk Eksternal 1TB Full Isi Film HD Game PC Dan Lainnya 0 - Products - kotacom.id,Hardisk Eksternal 1TB Full Isi Film HD Game PC Dan Lainnya 0,,,,,keep_verify
https://www.kotacom.id/services/it-support-terbaik,/services/it-support-terbaik,3,106,20.27,migrate_now,keep_path,/services/it-support-terbaik,service,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Layanan IT Support Profesional - Dukungan Teknis Terpercaya - Services - kotacom.id,"Layanan IT Support profesional untuk UMKM dan bisnis kecil di Surabaya-Sidoarjo. Service laptop, PC, server dengan harga terjangkau dan teknisi berpengalaman.",https://kotacom.id/services/it-support-terbaik/,"index, follow",title_too_long,,keep_verify
https://www.kotacom.id/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,2,29,23.73,migrate_now,keep_path,/products/paket-speaker-karaoke-bob-audio-8inc-power-amplifier-bt-2750,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Paket Speaker Karaoke BOB Audio 8inc Power Amplifier BT 2750 - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/pc-rakitan-player-karaoke-2tb-30000-lagu-bukan-geisler-nakamichi,/products/pc-rakitan-player-karaoke-2tb-30000-lagu-bukan-geisler-nakamichi,2,44,21.44,migrate_now,keep_path,/products/pc-rakitan-player-karaoke-2tb-30000-lagu-bukan-geisler-nakamichi,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Rakitan Player Karaoke 2TB 30.000 Lagu Bukan Geisler Nakamichi - Products - kotacom.id,Ingin Punya player karaoke yang bisa update lagu terus menerus? Ingin Punya Player karaoke yang bisa digunakan sebagai home theather sekaligus? Ingin Player Karaoke yang bisa putar youtube dan browsing juga?,,,,,keep_verify
https://www.kotacom.id/products/rakit-pc-gaming-ryzen-5-2200g-gtx-1650-4gb-ssd-120gb-8gb-500gb,/products/rakit-pc-gaming-ryzen-5-2200g-gtx-1650-4gb-ssd-120gb-8gb-500gb,2,95,20.09,migrate_now,keep_path,/products/rakit-pc-gaming-ryzen-5-2200g-gtx-1650-4gb-ssd-120gb-8gb-500gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Rakit PC Gaming Ryzen 5 2200G GTX 1650 4GB SSD 120gb 8GB 500GB - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/services/website-software-development-terbaik,/services/website-software-development-terbaik,2,201,17.09,migrate_now,keep_path,/services/website-software-development-terbaik,service,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Jasa Pembuatan Website & Software Development Profesional - Services - kotacom.id,"Jasa pembuatan website dan software development untuk UMKM dan bisnis kecil di Surabaya-Sidoarjo. Website toko online, company profile, CRM, CMS dengan harga terjangkau.",https://kotacom.id/services/website-software-development-terbaik/,"index, follow",title_too_long,,keep_verify
https://www.kotacom.id/products/paket-speaker-karaoke-bmb-8inch-bmb-da-1600-se-120wx2-112-mk-iii-12,/products/paket-speaker-karaoke-bmb-8inch-bmb-da-1600-se-120wx2-112-mk-iii-12,1,11,22.82,migrate_now,keep_path,/products/paket-speaker-karaoke-bmb-8inch-bmb-da-1600-se-120wx2-112-mk-iii-12,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Paket Speaker Karaoke BMB 8inch BMB Da-1600 Se (120wx2) 112 MK III 12 - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,/products/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,1,39,22.15,migrate_now,keep_path,/products/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,"PC Gaming intel Core i7 6700 ram 32Gb DDR4 + vga 8Gb DDR5+ HDD 1TB+SSD - 8GB DDR4, vga onboard HD - Products - kotacom.id","pc intel core i 0 ( gen -6 ) dukungan ram sudah ddr4 sangat cocok di gunakan untuk pekerjaan editing, design grafis, editing dan gamming",,,,,keep_verify
https://www.kotacom.id/products/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,/products/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,1,60,21.77,migrate_now,keep_path,/products/hardisk-eksternal-4tb-full-film-hd-game-pc-konser-musik-fitnes-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk Eksternal 4TB FULL Film HD Game PC Konser Musik Fitnes 0 - Products - kotacom.id,Hardisk Eksternal 4TB FULL Film HD Game PC Konser Musik Fitnes 0,,,,,keep_verify
https://www.kotacom.id/products/pc-karaoke-2tb-monitor-touchscreen-audiobank-kjb-nakamichi,/products/pc-karaoke-2tb-monitor-touchscreen-audiobank-kjb-nakamichi,1,46,21.43,migrate_now,keep_path,/products/pc-karaoke-2tb-monitor-touchscreen-audiobank-kjb-nakamichi,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 2tb + Monitor Touchscreen - audiobank kjb nakamichi - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/hardisk-4tb-62rb-lagu-karaoke-klip-asli-2017-software-full-ve-0,/products/hardisk-4tb-62rb-lagu-karaoke-klip-asli-2017-software-full-ve-0,1,21,21.01,migrate_now,keep_path,/products/hardisk-4tb-62rb-lagu-karaoke-klip-asli-2017-software-full-ve-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk 4TB 62Rb Lagu Karaoke Klip Asli 2017 Software Full Ve 0 - Products - kotacom.id,Hardisk 4TB 62Rb Lagu Karaoke Klip Asli 2017 Software Full Ve 0,,,,,keep_verify
https://www.kotacom.id/products/flashdisk-16-gb-karaoke-300an-lagu-update-terbaru-lagu-klip-asli-s,/products/flashdisk-16-gb-karaoke-300an-lagu-update-terbaru-lagu-klip-asli-s,1,46,20.37,migrate_now,keep_path,/products/flashdisk-16-gb-karaoke-300an-lagu-update-terbaru-lagu-klip-asli-s,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Flashdisk 16 Gb Karaoke 300an Lagu Update Terbaru Lagu Klip Asli - S - Products - kotacom.id,Flashdisk 16 Gb Karaoke 300an Lagu Update Terbaru Lagu Klip Asli - S,,,,,keep_verify
https://www.kotacom.id/products/rakit-pc-core-i5-3470-4gb-500gb-pc-rakitan-office-surabaya,/products/rakit-pc-core-i5-3470-4gb-500gb-pc-rakitan-office-surabaya,1,18,19.05,migrate_now,keep_path,/products/rakit-pc-core-i5-3470-4gb-500gb-pc-rakitan-office-surabaya,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Rakit PC Core i5 3470 4gb 500gb PC Rakitan Office Surabaya - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/update-lagu-karaoke-khusus-hardisk-2tb-0,/products/update-lagu-karaoke-khusus-hardisk-2tb-0,1,34,18.8,migrate_now,keep_path,/products/update-lagu-karaoke-khusus-hardisk-2tb-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Update Lagu Karaoke Khusus Hardisk 2TB 0 - Products - kotacom.id,Update Lagu Karaoke Khusus Hardisk 2TB 0,,,,,keep_verify
https://www.kotacom.id/products/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,/products/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,1,39,17.33,migrate_now,keep_path,/products/hardisk-internal-1tb-20-ribu-lagu-karaoke-plus-software-karaok-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk Internal 1TB 20 Ribu Lagu Karaoke Plus Software Karaok 0 - Products - kotacom.id,Hardisk Internal 1TB 20 Ribu Lagu Karaoke Plus Software Karaok 0,,,,,keep_verify
https://www.kotacom.id/products/hardisk-internal-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,/products/hardisk-internal-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,1,15,17.26,migrate_now,keep_path,/products/hardisk-internal-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk internal 500Gb 10 Ribu Lagu Karaoke Klip Asli Software 0 - Products - kotacom.id,Hardisk internal 500Gb 10 Ribu Lagu Karaoke Klip Asli Software 0,,,,,keep_verify
https://www.kotacom.id/products/hardisk-2tb-40-ribu-lagu-karaoke-klip-asli-software-full-plus-0,/products/hardisk-2tb-40-ribu-lagu-karaoke-klip-asli-software-full-plus-0,1,39,15.73,improve_then_migrate,keep_path,/products/hardisk-2tb-40-ribu-lagu-karaoke-klip-asli-software-full-plus-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk 2TB 40 Ribu Lagu Karaoke Klip Asli Software Full Plus 0 - Products - kotacom.id,Hardisk 2TB 40 Ribu Lagu Karaoke Klip Asli Software Full Plus 0,,,,,keep_verify
https://www.kotacom.id/services/printing-service-terbaik,/services/printing-service-terbaik,1,62,14.69,improve_then_migrate,keep_path,/services/printing-service-terbaik,service,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,"Layanan Percetakan Profesional - Cetak Buku, Brosur, Kalender - Services - kotacom.id","Layanan percetakan profesional untuk UMKM dan bisnis kecil di Surabaya-Sidoarjo. Cetak buku, brosur, kalender, map, seminar kit dengan kualitas tinggi dan harga terjangkau.",https://kotacom.id/services/printing-service-terbaik/,"index, follow",title_too_long|meta_description_too_long,,keep_verify
https://www.kotacom.id/products/kalender-meja,/products/kalender-meja,1,96,14.41,improve_then_migrate,keep_path,/products/kalender-meja,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Kalender Meja - Products - kotacom.id,"Dapatkan kalender dinding murah dan beragam desain yang memikat di sini! Kami hadirkan koleksi kalender dinding berkualitas tinggi dengan lebih dari 50 desain yang berbeda, sehingga Anda dapat memilih yang paling sesuai dengan selera dan gaya Anda.",,,,,keep_verify
https://www.kotacom.id/products/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc,/products/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc,1,43,14.36,improve_then_migrate,keep_path,/products/low-budget-pc-rakitan-gaming-core-i5-2400-8gb-1030-2gb-rakit-pc,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Low Budget PC Rakitan Gaming Core i5 2400 8GB 1030 2GB Rakit PC - Products - kotacom.id,&#34;PC Gaming Siap Pakai :,,,,,keep_verify
https://www.kotacom.id/products/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,/products/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,1,12,14.08,improve_then_migrate,keep_path,/products/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Rakit PC Core i3 2120 4gb 500gb PC Rakitan Surabaya - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/kalender-dinding,/products/kalender-dinding,1,67,13.81,improve_then_migrate,keep_path,/products/kalender-dinding,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Kalender Dinding - Products - kotacom.id,"Dapatkan kalender dinding murah dan beragam desain yang memikat di sini! Kami hadirkan koleksi kalender dinding berkualitas tinggi dengan lebih dari 50 desain yang berbeda, sehingga Anda dapat memilih yang paling sesuai dengan selera dan gaya Anda.",,,,,keep_verify
https://www.kotacom.id/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,1,2,11.82,improve_then_migrate,keep_path,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi-geisler,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 4tb + monitor Touchscreen - audiobank kjb nakamichi geisler - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/1-set-pc-intel-core-i7-ram-16gb-hdd-1tb-ssd-monitor-led-19-inc-pc-only-hdd-500gb-only,/products/1-set-pc-intel-core-i7-ram-16gb-hdd-1tb-ssd-monitor-led-19-inc-pc-only-hdd-500gb-only,0,100,21.39,migrate_now,keep_path,/products/1-set-pc-intel-core-i7-ram-16gb-hdd-1tb-ssd-monitor-led-19-inc-pc-only-hdd-500gb-only,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,"1 set PC intel Core i7 Ram 16gb HDD 1TB + SSD + monitor LED 19 inc - PC only, HDD 500GB only - Products - kotacom.id",spesifikasi?CPu?:,,,,,keep_verify
https://www.kotacom.id/products/paket-speaker-karaoke-bmb-da-1600-se-120wx2-bmb-8inch,/products/paket-speaker-karaoke-bmb-da-1600-se-120wx2-bmb-8inch,0,14,20.48,migrate_now,keep_path,/products/paket-speaker-karaoke-bmb-da-1600-se-120wx2-bmb-8inch,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Paket Speaker Karaoke BMB Da-1600 Se (120wx2) BMB 8inch - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi,0,20,19.33,migrate_now,keep_path,/products/pc-karaoke-4tb-monitor-touchscreen-audiobank-kjb-nakamichi,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 4tb + monitor Touchscreen - audiobank kjb nakamichi - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/services/printing-services,/services/printing-services,0,6,19.25,migrate_now,keep_path,/services/printing-services,service,high,PASS,INDEXING_ALLOWED,Dikirim dan diindeks,,200,,,,,missing_title|missing_meta_description|missing_canonical|missing_og_title|missing_og_description|missing_og_image,,keep_verify
https://www.kotacom.id/services/printing-service,/services/printing-service,0,7,18.81,migrate_now,keep_path,/services/printing-service,service,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,404,404 - Page Not Found - kotacom.id,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://kotacom.id/404/,"index, follow",http_status_not_200,,keep_verify
https://www.kotacom.id/products/pc-rakitan-core-i3-4gb-500g-lengkap-siap-pakai-untuk-office-admin,/products/pc-rakitan-core-i3-4gb-500g-lengkap-siap-pakai-untuk-office-admin,0,7,18.24,migrate_now,keep_path,/products/pc-rakitan-core-i3-4gb-500g-lengkap-siap-pakai-untuk-office-admin,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,"PC Rakitan Core i3 4gb 500g Lengkap (Siap Pakai, untuk Office / Admin) - Products - kotacom.id",Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,0,21,18.21,migrate_now,keep_path,/products/pc-karaoke-2tb-slim-monitor-touchscreen-paket-bmb-speaker,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 2tb slim - Monitor Touchscreen - Paket BMB Speaker - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/5,/products/5,0,4,18.2,migrate_now,keep_path,/products/5,product,high,NEUTRAL,BLOCKED_BY_META_TAG,Dikecualikan oleh tag ‘noindex’,,200,Produk Affiliate Terbaik - Halaman 5 dari 8 | kotacom.id,Temukan 91 produk terbaik dengan harga terjangkau dan kualitas terpercaya. 0 produk unggulan dan 0 produk featured tersedia.,https://kotacom.id/products/5/,"index, follow",,,keep_verify
https://www.kotacom.id/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,0,138,18.15,migrate_now,keep_path,/products/rakit-pc-gaming-ryzen-3-2200g-ssd-gtx-1650-4gb-120gb-8gb-500gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Rakit PC Gaming Ryzen 3 2200G SSD GTX 1650 4gb 120gb 8GB 500GB - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/pc-rakitan-gaming-amd-am4-ryzen-7-2700-ssd-120gb-8gb-500gb,/products/pc-rakitan-gaming-amd-am4-ryzen-7-2700-ssd-120gb-8gb-500gb,0,59,18.08,migrate_now,keep_path,/products/pc-rakitan-gaming-amd-am4-ryzen-7-2700-ssd-120gb-8gb-500gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Rakitan Gaming AMD AM4 Ryzen 7 2700 SSD 120gb 8GB 500GB - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/pc-cpu-intel-core-i7-3770-ram-16gb-hdd-1tb-ssd-garansi-1-tahun-vurrion-kr22-hdd-500gb,/products/pc-cpu-intel-core-i7-3770-ram-16gb-hdd-1tb-ssd-garansi-1-tahun-vurrion-kr22-hdd-500gb,0,22,18.03,migrate_now,keep_path,/products/pc-cpu-intel-core-i7-3770-ram-16gb-hdd-1tb-ssd-garansi-1-tahun-vurrion-kr22-hdd-500gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,"Pc Cpu intel Core i7 3770 + ram 16Gb + HDD 1Tb + SSD garansi 1 tahun - Vurrion Kr22, HDD 500GB - Products - kotacom.id",Jual Pc intel Core i7,,,,,keep_verify
https://www.kotacom.id/products/tas-rotan-lombok-handmade,/products/tas-rotan-lombok-handmade,0,1,18,migrate_now,keep_path,/products/tas-rotan-lombok-handmade,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,404,404 - Page Not Found - kotacom.id,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://kotacom.id/404/,"index, follow",http_status_not_200,,keep_verify
https://www.kotacom.id/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,0,15,17.78,migrate_now,keep_path,/products/pc-karaoke-4tb-slim-60000-lagu-film-audiobank-kjb-nakamichi-geisler,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 4tb Slim 60000 lagu film - audiobank kjb nakamichi geisler - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/pc-intel-core-i5-3470-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,/products/pc-intel-core-i5-3470-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,0,21,17.75,migrate_now,keep_path,/products/pc-intel-core-i5-3470-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Pc intel Core i5 3470 Ram 16Gb + vga Rx 4Gb DDR5 + SSD 512Gb - Products - kotacom.id,pc intel core i5,,,,,keep_verify
https://www.kotacom.id/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,0,14,17.5,migrate_now,keep_path,/products/pc-karaoke-4tb-slim-monitor-touchscreen-paket-bmb-speaker,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Karaoke 4tb slim - Monitor Touchscreen - Paket BMB Speaker - Products - kotacom.id,[block id=&#34;promo&#34;],,,,,keep_verify
https://www.kotacom.id/products/sample-product,/products/sample-product,0,1,17.2,migrate_now,keep_path,/products/sample-product,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,,,,,missing_title|missing_meta_description|missing_canonical|missing_og_title|missing_og_description|missing_og_image,,keep_verify
https://www.kotacom.id/products/akuntansi,/products/akuntansi,0,2,17.11,migrate_now,keep_path,/products/akuntansi,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Produk Akuntansi - Halaman 1 dari 1 | kotacom.id,"IT Service &#38; Publications - Pengadaan, Service, Penjualan, Website Development, Software Development, Social Media Management",https://kotacom.id/products/akuntansi/,"index, follow",,,keep_verify
https://www.kotacom.id/products/pc-rakitan-player-karaoke-4tb-60000-lagu-bukan-geisler-nakamichi,/products/pc-rakitan-player-karaoke-4tb-60000-lagu-bukan-geisler-nakamichi,0,40,17.09,migrate_now,keep_path,/products/pc-rakitan-player-karaoke-4tb-60000-lagu-bukan-geisler-nakamichi,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Rakitan Player Karaoke 4tb 60.000 Lagu Bukan Geisler Nakamichi - Products - kotacom.id,Ingin Punya player karaoke yang bisa update lagu terus menerus? Ingin Punya Player karaoke yang bisa digunakan sebagai home theather sekaligus? Ingin Player Karaoke yang bisa putar youtube dan browsing juga?,,,,,keep_verify
https://www.kotacom.id/products/pc-rakitan-gaming-core-i5-9400f-ssd-120gb-8gb-gtx-1650-4gb,/products/pc-rakitan-gaming-core-i5-9400f-ssd-120gb-8gb-gtx-1650-4gb,0,72,17.04,migrate_now,keep_path,/products/pc-rakitan-gaming-core-i5-9400f-ssd-120gb-8gb-gtx-1650-4gb,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Rakitan Gaming Core i5-9400F SSD 120gb 8GB GTX 1650 4GB - Products - kotacom.id,&#34;PC Gaming Siap Pakai :,,,,,keep_verify
https://www.kotacom.id/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,0,28,16.91,migrate_now,keep_path,/products/pc-rakitan-core-2-duo-500gb-rakit-pc-office-surabaya,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,PC Rakitan Core 2 duo 500gb Rakit PC Office Surabaya - Products - kotacom.id,Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok?,,,,,keep_verify
https://www.kotacom.id/products/hardisk-external-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,/products/hardisk-external-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,0,21,16.87,migrate_now,keep_path,/products/hardisk-external-500gb-10-ribu-lagu-karaoke-klip-asli-software-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Hardisk External 500Gb 10 Ribu Lagu Karaoke Klip Asli Software 0 - Products - kotacom.id,Hardisk External 500Gb 10 Ribu Lagu Karaoke Klip Asli Software 0,,,,,keep_verify
https://www.kotacom.id/products/flashdisk-sandisk-16-gb-300-lagu-karaoke-hits-update-terbaru-0,/products/flashdisk-sandisk-16-gb-300-lagu-karaoke-hits-update-terbaru-0,0,26,16.86,migrate_now,keep_path,/products/flashdisk-sandisk-16-gb-300-lagu-karaoke-hits-update-terbaru-0,product,high,NEUTRAL,INDEXING_STATE_UNSPECIFIED,URL tidak dikenali oleh Google,,200,Flashdisk Sandisk 16 GB 300 Lagu Karaoke Hits Update Terbaru 0 - Products - kotacom.id,Flashdisk Sandisk 16 GB 300 Lagu Karaoke Hits Update Terbaru 0,,,,,keep_verify
